"","scenario","year","variable","value","units","run_number"
"566","Unnamed Hector core",2020,"CO2_concentration",400.457953422788,"ppmv CO2",9
"567","Unnamed Hector core",2021,"CO2_concentration",403.157185421896,"ppmv CO2",9
"568","Unnamed Hector core",1959,"CO2_concentration",316.547733246595,"ppmv CO2",10
"569","Unnamed Hector core",1960,"CO2_concentration",317.394877165388,"ppmv CO2",10
"570","Unnamed Hector core",1961,"CO2_concentration",318.264076440426,"ppmv CO2",10
"571","Unnamed Hector core",1962,"CO2_concentration",319.13593916329,"ppmv CO2",10
"572","Unnamed Hector core",1963,"CO2_concentration",320.008907753143,"ppmv CO2",10
"573","Unnamed Hector core",1964,"CO2_concentration",320.849391366498,"ppmv CO2",10
"574","Unnamed Hector core",1965,"CO2_concentration",321.702385071333,"ppmv CO2",10
"575","Unnamed Hector core",1966,"CO2_concentration",322.635101727543,"ppmv CO2",10
"576","Unnamed Hector core",1967,"CO2_concentration",323.666007327825,"ppmv CO2",10
"577","Unnamed Hector core",1968,"CO2_concentration",324.747307302584,"ppmv CO2",10
"578","Unnamed Hector core",1969,"CO2_concentration",325.873267089995,"ppmv CO2",10
"579","Unnamed Hector core",1970,"CO2_concentration",327.076097582481,"ppmv CO2",10
"580","Unnamed Hector core",1971,"CO2_concentration",328.354277691782,"ppmv CO2",10
"581","Unnamed Hector core",1972,"CO2_concentration",329.607625585343,"ppmv CO2",10
"582","Unnamed Hector core",1973,"CO2_concentration",330.877755666239,"ppmv CO2",10
"583","Unnamed Hector core",1974,"CO2_concentration",332.241085690416,"ppmv CO2",10
"584","Unnamed Hector core",1975,"CO2_concentration",333.540094551623,"ppmv CO2",10
"585","Unnamed Hector core",1976,"CO2_concentration",334.776802608201,"ppmv CO2",10
"586","Unnamed Hector core",1977,"CO2_concentration",336.120740538593,"ppmv CO2",10
"587","Unnamed Hector core",1978,"CO2_concentration",337.533580327882,"ppmv CO2",10
"588","Unnamed Hector core",1979,"CO2_concentration",338.991347332583,"ppmv CO2",10
"589","Unnamed Hector core",1980,"CO2_concentration",340.458012452547,"ppmv CO2",10
"590","Unnamed Hector core",1981,"CO2_concentration",341.844227151163,"ppmv CO2",10
"591","Unnamed Hector core",1982,"CO2_concentration",343.153695908208,"ppmv CO2",10
"592","Unnamed Hector core",1983,"CO2_concentration",344.38779302094,"ppmv CO2",10
"593","Unnamed Hector core",1984,"CO2_concentration",345.623854746347,"ppmv CO2",10
"594","Unnamed Hector core",1985,"CO2_concentration",346.928163996153,"ppmv CO2",10
"595","Unnamed Hector core",1986,"CO2_concentration",348.285659936854,"ppmv CO2",10
"596","Unnamed Hector core",1987,"CO2_concentration",349.693956191995,"ppmv CO2",10
"597","Unnamed Hector core",1988,"CO2_concentration",351.14661216738,"ppmv CO2",10
"598","Unnamed Hector core",1989,"CO2_concentration",352.663470315193,"ppmv CO2",10
"599","Unnamed Hector core",1990,"CO2_concentration",354.19701420957,"ppmv CO2",10
"600","Unnamed Hector core",1991,"CO2_concentration",355.649619056169,"ppmv CO2",10
"601","Unnamed Hector core",1992,"CO2_concentration",357.101058908534,"ppmv CO2",10
"602","Unnamed Hector core",1993,"CO2_concentration",358.373731198416,"ppmv CO2",10
"603","Unnamed Hector core",1994,"CO2_concentration",359.602438186016,"ppmv CO2",10
"604","Unnamed Hector core",1995,"CO2_concentration",360.937643549973,"ppmv CO2",10
"605","Unnamed Hector core",1996,"CO2_concentration",362.389755719733,"ppmv CO2",10
"606","Unnamed Hector core",1997,"CO2_concentration",363.91709624734,"ppmv CO2",10
"607","Unnamed Hector core",1998,"CO2_concentration",365.810182922913,"ppmv CO2",10
"608","Unnamed Hector core",1999,"CO2_concentration",367.431064558465,"ppmv CO2",10
"609","Unnamed Hector core",2000,"CO2_concentration",369.004665988291,"ppmv CO2",10
"610","Unnamed Hector core",2001,"CO2_concentration",370.65640979895,"ppmv CO2",10
"611","Unnamed Hector core",2002,"CO2_concentration",372.231007481887,"ppmv CO2",10
"612","Unnamed Hector core",2003,"CO2_concentration",373.910044829566,"ppmv CO2",10
"613","Unnamed Hector core",2004,"CO2_concentration",375.646170543273,"ppmv CO2",10
"614","Unnamed Hector core",2005,"CO2_concentration",377.603823855575,"ppmv CO2",10
"615","Unnamed Hector core",2006,"CO2_concentration",379.655742331648,"ppmv CO2",10
"616","Unnamed Hector core",2007,"CO2_concentration",381.829305963359,"ppmv CO2",10
"617","Unnamed Hector core",2008,"CO2_concentration",384.071918102536,"ppmv CO2",10
"618","Unnamed Hector core",2009,"CO2_concentration",386.1853178241,"ppmv CO2",10
"619","Unnamed Hector core",2010,"CO2_concentration",388.25343822967,"ppmv CO2",10
"620","Unnamed Hector core",2011,"CO2_concentration",390.547007659314,"ppmv CO2",10
"621","Unnamed Hector core",2012,"CO2_concentration",392.958494573262,"ppmv CO2",10
"622","Unnamed Hector core",2013,"CO2_concentration",395.429337851894,"ppmv CO2",10
"623","Unnamed Hector core",2014,"CO2_concentration",397.983231300691,"ppmv CO2",10
"624","Unnamed Hector core",2015,"CO2_concentration",400.614486434995,"ppmv CO2",10
"625","Unnamed Hector core",2016,"CO2_concentration",403.174539281791,"ppmv CO2",10
"626","Unnamed Hector core",2017,"CO2_concentration",405.747363869858,"ppmv CO2",10
"627","Unnamed Hector core",2018,"CO2_concentration",408.34459477823,"ppmv CO2",10
"628","Unnamed Hector core",2019,"CO2_concentration",410.964138057203,"ppmv CO2",10
"629","Unnamed Hector core",2020,"CO2_concentration",413.604690439022,"ppmv CO2",10
"630","Unnamed Hector core",2021,"CO2_concentration",416.265499621028,"ppmv CO2",10
